tweet_id,created_at,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,retweet_count,favorite_count,jpg_url,retweeted,favorited
834209720923721728,2017-02-22 01:14:30+00:00,,,False,5096,21514,http://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,False,False
834086379323871233,2017-02-21 17:04:24+00:00,,,False,2363,13642,http://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg,False,False
833863086058651648,2017-02-21 02:17:06+00:00,,,False,2555,13997,http://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,False,False
833479644947025920,2017-02-20 00:53:27+00:00,,,False,2199,15503,http://pbs.twimg.com/media/C5EdTvGWQAQpghQ.jpg,False,False
832636094638288896,2017-02-17 17:01:29+00:00,,,False,2970,16551,http://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,False,False
832369877331693569,2017-02-16 23:23:38+00:00,,,False,3399,17943,http://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,False,False
831670449226514432,2017-02-15 01:04:21+00:00,,,False,1936,10937,http://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,False,False
831322785565769729,2017-02-14 02:02:51+00:00,,,False,1638,9646,http://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,False,False
831262627380748289,2017-02-13 22:03:49+00:00,,,False,2192,12455,http://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg,False,False
830956169170665475,2017-02-13 01:46:03+00:00,,,False,1595,8338,http://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,False,False
830583320585068544,2017-02-12 01:04:29+00:00,,,False,17980,69996,http://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,False,False
829861396166877184,2017-02-10 01:15:49+00:00,,,False,2095,12810,http://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,False,False
829374341691346946,2017-02-08 17:00:26+00:00,,,False,9967,36262,http://pbs.twimg.com/media/C4KHj-nWQAA3poV.jpg,False,False
